time,open,high,low,close,tick_volume,spread,real_volume
2023-01-04 02:00:00,1.05456,1.05614,1.05452,1.05582,2398,0,0
2023-01-04 03:00:00,1.05584,1.05696,1.05572,1.0567,2659,0,0
2023-01-04 04:00:00,1.05669,1.05696,1.05617,1.0565,2254,0,0
2023-01-04 05:00:00,1.05652,1.05698,1.0565,1.0569,1617,0,0
2023-01-04 06:00:00,1.0569,1.05746,1.05659,1.05731,1767,0,0
2023-01-04 07:00:00,1.05729,1.05786,1.05648,1.05693,2407,0,0
2023-01-04 08:00:00,1.05694,1.0575,1.05598,1.05702,2521,0,0
2023-01-04 09:00:00,1.0569,1.06061,1.05672,1.05939,4591,0,0
2023-01-04 10:00:00,1.05938,1.06353,1.05904,1.06159,7044,0,0
2023-01-04 11:00:00,1.06158,1.06301,1.06057,1.06107,4504,0,0
2023-01-04 12:00:00,1.06108,1.0623,1.06085,1.06209,3303,0,0
2023-01-04 13:00:00,1.06208,1.06245,1.06024,1.06046,2879,0,0
2023-01-04 14:00:00,1.06046,1.06113,1.05989,1.06074,3359,0,0
2023-01-04 15:00:00,1.06078,1.06198,1.0594999999999999,1.06107,4653,0,0
2023-01-04 16:00:00,1.06108,1.06284,1.06024,1.06245,5001,0,0
2023-01-04 17:00:00,1.06241,1.06253,1.05814,1.06032,8161,0,0
2023-01-04 18:00:00,1.06032,1.06208,1.05928,1.0619,5032,0,0
2023-01-04 19:00:00,1.0619,1.06202,1.06048,1.06074,3366,0,0
2023-01-04 20:00:00,1.06074,1.06128,1.05956,1.05998,2967,0,0
2023-01-04 21:00:00,1.06,1.06069,1.05852,1.06057,6228,0,0
2023-01-04 22:00:00,1.06056,1.06101,1.06012,1.06035,3581,0,0
2023-01-04 23:00:00,1.06037,1.0608,1.06012,1.06041,1336,0,0
2023-01-05 00:00:00,1.0603,1.06104,1.05999,1.06058,1495,1,0
2023-01-05 01:00:00,1.06074,1.06118,1.06032,1.06065,1623,0,0
2023-01-05 02:00:00,1.0606,1.06311,1.06032,1.06294,3066,0,0
2023-01-05 03:00:00,1.06294,1.06314,1.06185,1.06204,2731,0,0
2023-01-05 04:00:00,1.06203,1.06204,1.06091,1.0618,2505,0,0
2023-01-05 05:00:00,1.0618,1.06198,1.06065,1.06072,2096,0,0
2023-01-05 06:00:00,1.06072,1.06115,1.06036,1.06044,1722,0,0
2023-01-05 07:00:00,1.06044,1.06106,1.06018,1.06106,1919,0,0
2023-01-05 08:00:00,1.0611,1.06202,1.06031,1.06031,2568,0,0
2023-01-05 09:00:00,1.06031,1.06124,1.05905,1.06056,3606,0,0
2023-01-05 10:00:00,1.06056,1.0628,1.06055,1.06202,4919,0,0
2023-01-05 11:00:00,1.06202,1.06291,1.06096,1.06234,3531,0,0
2023-01-05 12:00:00,1.06238,1.0626,1.06102,1.06188,3099,0,0
2023-01-05 13:00:00,1.06188,1.06222,1.06032,1.06112,2793,0,0
2023-01-05 14:00:00,1.06112,1.06175,1.05984,1.05997,2864,0,0
2023-01-05 15:00:00,1.05998,1.06084,1.05515,1.05525,6856,0,0
2023-01-05 16:00:00,1.05525,1.05622,1.05358,1.05394,6030,0,0
2023-01-05 17:00:00,1.05394,1.05674,1.05151,1.05186,6925,0,0
2023-01-05 18:00:00,1.05188,1.0532,1.05178,1.05212,4705,0,0
2023-01-05 19:00:00,1.05213,1.05331,1.05188,1.053,3503,0,0
2023-01-05 20:00:00,1.053,1.05433,1.05294,1.05362,3894,0,0
2023-01-05 21:00:00,1.0536,1.05388,1.05292,1.05304,3270,0,0
2023-01-05 22:00:00,1.05304,1.05307,1.052,1.0520100000000001,3039,0,0
2023-01-05 23:00:00,1.0521,1.05229,1.05157,1.05217,1369,0,0
2023-01-06 00:00:00,1.05224,1.05226,1.05187,1.05214,491,2,0
2023-01-06 01:00:00,1.05222,1.05263,1.05198,1.05208,1459,0,0
2023-01-06 02:00:00,1.0521,1.05318,1.0519,1.05295,2444,0,0
2023-01-06 03:00:00,1.05295,1.05328,1.05226,1.05253,2506,0,0
2023-01-06 04:00:00,1.05252,1.05343,1.0525,1.0527,1937,0,0
2023-01-06 05:00:00,1.05272,1.05366,1.05264,1.05324,2436,0,0
2023-01-06 06:00:00,1.05325,1.05345,1.0524499999999999,1.05246,1384,0,0
2023-01-06 07:00:00,1.05246,1.05252,1.05111,1.05146,2357,0,0
2023-01-06 08:00:00,1.0515,1.05226,1.05106,1.05128,2306,0,0
2023-01-06 09:00:00,1.05128,1.05228,1.05071,1.05126,3665,0,0
2023-01-06 10:00:00,1.05127,1.0531,1.05114,1.05186,4086,0,0
2023-01-06 11:00:00,1.0518399999999999,1.05196,1.04966,1.05075,3538,0,0
2023-01-06 12:00:00,1.05076,1.05161,1.05032,1.05076,2927,0,0
2023-01-06 13:00:00,1.05076,1.05112,1.04924,1.04943,2879,0,0
2023-01-06 14:00:00,1.04944,1.04966,1.04834,1.04948,3122,0,0
2023-01-06 15:00:00,1.04948,1.05452,1.0484,1.05427,7501,0,0
2023-01-06 16:00:00,1.05425,1.05434,1.05012,1.05092,6865,0,0
2023-01-06 17:00:00,1.053,1.06124,1.0524499999999999,1.06016,8785,0,0
2023-01-06 18:00:00,1.06018,1.06226,1.05968,1.06188,5568,0,0
2023-01-06 19:00:00,1.06189,1.06381,1.06167,1.06376,3254,0,0
2023-01-06 20:00:00,1.0637699999999999,1.06436,1.06296,1.06378,2806,0,0
2023-01-06 21:00:00,1.0638,1.0648,1.0638,1.06456,2500,0,0
2023-01-06 22:00:00,1.06454,1.06481,1.06426,1.06463,2156,0,0
2023-01-06 23:00:00,1.06462,1.06462,1.06423,1.06437,1075,0,0
2023-01-09 00:00:00,1.06399,1.06409,1.06371,1.06389,459,16,0
2023-01-09 01:00:00,1.06418,1.06631,1.06418,1.06628,2477,0,0
2023-01-09 02:00:00,1.06628,1.06678,1.06516,1.06614,2547,0,0
2023-01-09 03:00:00,1.06614,1.06724,1.06554,1.06668,3078,0,0
2023-01-09 04:00:00,1.06669,1.06778,1.06664,1.06772,2659,0,0
2023-01-09 05:00:00,1.06772,1.06772,1.06662,1.06676,2257,0,0
2023-01-09 06:00:00,1.06676,1.06784,1.06668,1.06766,1630,0,0
2023-01-09 07:00:00,1.06766,1.0683,1.06729,1.06772,2114,0,0
2023-01-09 08:00:00,1.06774,1.06864,1.06756,1.0682,2331,0,0
2023-01-09 09:00:00,1.06824,1.06949,1.06682,1.06732,4404,0,0
2023-01-09 10:00:00,1.06731,1.06996,1.06726,1.06902,4690,0,0
2023-01-09 11:00:00,1.06902,1.06936,1.06602,1.06722,3951,0,0
2023-01-09 12:00:00,1.06724,1.06765,1.06617,1.0669,3449,0,0
2023-01-09 13:00:00,1.06692,1.06856,1.06678,1.06844,3108,0,0
2023-01-09 14:00:00,1.06842,1.06936,1.06808,1.0689,2750,0,0
2023-01-09 15:00:00,1.06892,1.0731600000000001,1.06852,1.07252,4934,0,0
2023-01-09 16:00:00,1.07252,1.07384,1.07116,1.07282,5191,0,0
2023-01-09 17:00:00,1.07288,1.0749,1.0728,1.07401,4699,0,0
2023-01-09 18:00:00,1.07402,1.07606,1.074,1.07581,4218,0,0
2023-01-09 19:00:00,1.0758,1.07598,1.07398,1.07502,3529,0,0
2023-01-09 20:00:00,1.07502,1.07541,1.07376,1.07432,3019,0,0
2023-01-09 21:00:00,1.07432,1.07529,1.07418,1.07518,2829,0,0
2023-01-09 22:00:00,1.07518,1.07538,1.07308,1.07312,3664,0,0
2023-01-09 23:00:00,1.07312,1.07355,1.07302,1.07326,1305,0,0
2023-01-10 00:00:00,1.07278,1.07312,1.07253,1.07304,1053,19,0
2023-01-10 01:00:00,1.07329,1.07386,1.0729,1.07327,1861,0,0
2023-01-10 02:00:00,1.07326,1.0738,1.07207,1.07277,2763,0,0
2023-01-10 03:00:00,1.07275,1.07398,1.07262,1.07362,2837,0,0
2023-01-10 04:00:00,1.07362,1.07424,1.07214,1.0731,3173,0,0
2023-01-10 05:00:00,1.07311,1.07343,1.07257,1.07324,2119,0,0
2023-01-10 06:00:00,1.07325,1.07341,1.07279,1.07308,1581,0,0
2023-01-10 07:00:00,1.07308,1.07442,1.07296,1.07427,2232,0,0
2023-01-10 08:00:00,1.07426,1.0743,1.07264,1.0734,2447,0,0
2023-01-10 09:00:00,1.07346,1.07396,1.0722,1.07318,3890,0,0
2023-01-10 10:00:00,1.07318,1.07474,1.07312,1.07385,4157,0,0
2023-01-10 11:00:00,1.07384,1.07517,1.07294,1.0746,3769,0,0
2023-01-10 12:00:00,1.0746,1.07461,1.07341,1.07364,2792,0,0
2023-01-10 13:00:00,1.07366,1.07424,1.07318,1.0735,2714,0,0
2023-01-10 14:00:00,1.07348,1.07354,1.07154,1.0719400000000001,3273,0,0
2023-01-10 15:00:00,1.0719400000000001,1.07253,1.0712,1.07216,3589,0,0
2023-01-10 16:00:00,1.07218,1.07594,1.07217,1.07405,6866,0,0
2023-01-10 17:00:00,1.07404,1.0753,1.07218,1.07277,6239,0,0
2023-01-10 18:00:00,1.07282,1.07418,1.07241,1.07362,4616,0,0
2023-01-10 19:00:00,1.07361,1.0743800000000001,1.07297,1.07334,3100,0,0
2023-01-10 20:00:00,1.0733,1.07398,1.07278,1.0738,2698,0,0
2023-01-10 21:00:00,1.07381,1.07432,1.07365,1.07408,2659,0,0
2023-01-10 22:00:00,1.0741,1.07442,1.07304,1.0735999999999999,2067,0,0
2023-01-10 23:00:00,1.07375,1.07376,1.07324,1.07343,1066,0,0
2023-01-11 00:00:00,1.07329,1.07355,1.07254,1.07338,2134,5,0
2023-01-11 01:00:00,1.0737,1.07392,1.07328,1.07385,906,0,0
2023-01-11 02:00:00,1.07385,1.07454,1.07374,1.0745,2017,0,0
2023-01-11 03:00:00,1.0745,1.0745,1.07256,1.0731,2335,0,0
2023-01-11 04:00:00,1.07306,1.07382,1.07268,1.07268,2228,0,0
2023-01-11 05:00:00,1.07268,1.07368,1.07266,1.07337,1563,0,0
2023-01-11 06:00:00,1.07336,1.07398,1.07321,1.07387,1032,0,0
2023-01-11 07:00:00,1.07387,1.0757,1.0737,1.07478,2137,0,0
2023-01-11 08:00:00,1.07478,1.07551,1.07458,1.07458,2055,0,0
2023-01-11 09:00:00,1.07457,1.07574,1.07435,1.07468,3203,0,0
2023-01-11 10:00:00,1.07468,1.07488,1.07288,1.07298,3871,0,0
2023-01-11 11:00:00,1.07298,1.07481,1.07254,1.07415,3315,0,0
2023-01-11 12:00:00,1.07416,1.07512,1.074,1.07491,2576,0,0
2023-01-11 13:00:00,1.07492,1.07552,1.07436,1.07484,2819,0,0
2023-01-11 14:00:00,1.07484,1.07489,1.07282,1.07406,3109,0,0
2023-01-11 15:00:00,1.07406,1.07528,1.07393,1.07498,3661,0,0
2023-01-11 16:00:00,1.07498,1.07764,1.07451,1.07697,4844,0,0
2023-01-11 17:00:00,1.07698,1.07748,1.0752,1.0755,4863,0,0
2023-01-11 18:00:00,1.07552,1.07618,1.07378,1.07388,3093,0,0
2023-01-11 19:00:00,1.07391,1.07484,1.07362,1.07468,2467,0,0
2023-01-11 20:00:00,1.07468,1.07678,1.07348,1.07532,3279,0,0
2023-01-11 21:00:00,1.07532,1.07636,1.07477,1.07632,2562,0,0
2023-01-11 22:00:00,1.07632,1.07632,1.07526,1.07539,1912,0,0
2023-01-11 23:00:00,1.0754,1.07581,1.07519,1.07565,1098,0,0
2023-01-12 00:00:00,1.07574,1.0759,1.07491,1.07571,1943,5,0
2023-01-12 01:00:00,1.07568,1.07676,1.07563,1.07654,2280,0,0
2023-01-12 02:00:00,1.07656,1.07746,1.07603,1.07614,2888,0,0
2023-01-12 03:00:00,1.07616,1.07676,1.07605,1.07668,2743,0,0
2023-01-12 04:00:00,1.0766499999999999,1.0769,1.07614,1.0767,2005,0,0
2023-01-12 05:00:00,1.07675,1.07713,1.07648,1.07686,1458,0,0
2023-01-12 06:00:00,1.07686,1.07735,1.07661,1.0771600000000001,1253,0,0
2023-01-12 07:00:00,1.0771600000000001,1.07752,1.07624,1.07628,2082,0,0
2023-01-12 08:00:00,1.07627,1.07689,1.07566,1.07574,2168,0,0
2023-01-12 09:00:00,1.07571,1.07654,1.07556,1.07626,2860,0,0
2023-01-12 10:00:00,1.07629,1.07646,1.07456,1.07481,3429,0,0
2023-01-12 11:00:00,1.07481,1.07735,1.07428,1.07654,3670,0,0
2023-01-12 12:00:00,1.07654,1.07684,1.07516,1.07624,3204,0,0
2023-01-12 13:00:00,1.07623,1.0766499999999999,1.07588,1.07618,2597,0,0
2023-01-12 14:00:00,1.07618,1.07664,1.0755,1.07626,3032,0,0
2023-01-12 15:00:00,1.07631,1.08388,1.07275,1.08291,8657,0,0
2023-01-12 16:00:00,1.08292,1.08338,1.0752,1.07676,9417,0,0
2023-01-12 17:00:00,1.0768,1.08096,1.07638,1.08068,8547,0,0
2023-01-12 18:00:00,1.08069,1.08259,1.08024,1.08224,5886,0,0
2023-01-12 19:00:00,1.08224,1.08488,1.08214,1.08488,4556,0,0
2023-01-12 20:00:00,1.08488,1.08669,1.08464,1.08556,4702,0,0
2023-01-12 21:00:00,1.08556,1.0856,1.08396,1.0849199999999999,3644,0,0
2023-01-12 22:00:00,1.0849,1.08523,1.08413,1.08522,2804,0,0
2023-01-12 23:00:00,1.08526,1.08552,1.0849199999999999,1.08511,1141,0,0
2023-01-13 00:00:00,1.08405,1.08501,1.08396,1.08486,352,2,0
2023-01-13 01:00:00,1.08487,1.08602,1.0847,1.08596,1715,0,0
2023-01-13 02:00:00,1.08598,1.0868,1.08512,1.08522,2720,0,0
2023-01-13 03:00:00,1.08524,1.08562,1.08456,1.08557,3278,0,0
2023-01-13 04:00:00,1.08558,1.08562,1.08318,1.08448,3231,0,0
2023-01-13 05:00:00,1.0845,1.08478,1.08414,1.08457,1864,0,0
2023-01-13 06:00:00,1.08457,1.08464,1.08379,1.084,1599,0,0
2023-01-13 07:00:00,1.08399,1.08434,1.08316,1.08372,1979,0,0
2023-01-13 08:00:00,1.08376,1.0851,1.0834,1.08452,2791,0,0
2023-01-13 09:00:00,1.08462,1.08489,1.08331,1.08488,4117,0,0
2023-01-13 10:00:00,1.0849,1.08644,1.08372,1.08554,5128,0,0
2023-01-13 11:00:00,1.08555,1.08602,1.08333,1.08425,3874,0,0
2023-01-13 12:00:00,1.08425,1.08518,1.08371,1.0845,3090,0,0
2023-01-13 13:00:00,1.08452,1.08457,1.08083,1.08121,3727,0,0
2023-01-13 14:00:00,1.0812,1.0816,1.08034,1.08118,3722,0,0
2023-01-13 15:00:00,1.08119,1.08202,1.07928,1.07936,4840,0,0
2023-01-13 16:00:00,1.07938,1.082,1.07804,1.08184,5659,0,0
2023-01-13 17:00:00,1.0816,1.08386,1.08134,1.08294,6280,0,0
2023-01-13 18:00:00,1.08293,1.08335,1.0801,1.08101,4682,0,0
2023-01-13 19:00:00,1.08101,1.08316,1.0806499999999999,1.0828,3228,0,0
2023-01-13 20:00:00,1.08282,1.08342,1.0818,1.08312,2382,0,0
2023-01-13 21:00:00,1.08311,1.08352,1.08267,1.08293,2211,0,0
2023-01-13 22:00:00,1.08292,1.08358,1.0827,1.08325,1621,0,0
2023-01-13 23:00:00,1.08328,1.08344,1.08288,1.0833,1095,0,0
2023-01-16 00:00:00,1.08286,1.0835,1.0827,1.08304,605,13,0
2023-01-16 01:00:00,1.08322,1.08346,1.08205,1.0823,2402,0,0
2023-01-16 02:00:00,1.08228,1.08444,1.08216,1.08419,2564,0,0
2023-01-16 03:00:00,1.08418,1.08722,1.08408,1.0868,3215,0,0
2023-01-16 04:00:00,1.08681,1.08742,1.08659,1.08668,2931,0,0
2023-01-16 05:00:00,1.08668,1.08676,1.08594,1.08602,1958,0,0
2023-01-16 06:00:00,1.08602,1.0864,1.0851,1.08532,1817,0,0
2023-01-16 07:00:00,1.08532,1.08611,1.08525,1.08605,1976,0,0
2023-01-16 08:00:00,1.08605,1.08606,1.08361,1.08396,2397,0,0
2023-01-16 09:00:00,1.08396,1.08425,1.08266,1.08312,3268,0,0
2023-01-16 10:00:00,1.08306,1.08322,1.08026,1.08036,4711,0,0
2023-01-16 11:00:00,1.08036,1.08244,1.08016,1.08211,3129,0,0
2023-01-16 12:00:00,1.08211,1.08336,1.08208,1.08302,2659,0,0
2023-01-16 13:00:00,1.08304,1.08366,1.0824,1.08272,2502,0,0
2023-01-16 14:00:00,1.0827,1.08286,1.08146,1.08152,2318,0,0
2023-01-16 15:00:00,1.08152,1.08202,1.08061,1.08158,2911,0,0
2023-01-16 16:00:00,1.08158,1.08258,1.08139,1.0822,2892,0,0
2023-01-16 17:00:00,1.0822,1.08292,1.08164,1.08253,2517,0,0
2023-01-16 18:00:00,1.08255,1.08263,1.08174,1.0824799999999999,2108,0,0
2023-01-16 19:00:00,1.08246,1.08268,1.08118,1.08138,1230,0,0
2023-01-16 20:00:00,1.08138,1.08149,1.08109,1.0813,662,0,0
2023-01-16 21:00:00,1.0813,1.08197,1.0812599999999999,1.08196,639,0,0
2023-01-16 22:00:00,1.08196,1.08208,1.08176,1.08206,437,0,0
2023-01-16 23:00:00,1.08206,1.0824799999999999,1.0819,1.08223,573,0,0
2023-01-17 00:00:00,1.08216,1.08227,1.08162,1.08227,1084,7,0
2023-01-17 01:00:00,1.08236,1.0832600000000001,1.08234,1.08298,1709,0,0
2023-01-17 02:00:00,1.08298,1.08338,1.08257,1.08288,1866,0,0
2023-01-17 03:00:00,1.08287,1.08318,1.08141,1.08174,2937,0,0
2023-01-17 04:00:00,1.08172,1.0833,1.08064,1.0814300000000001,2828,0,0
2023-01-17 05:00:00,1.08142,1.08286,1.08137,1.08253,2229,0,0
2023-01-17 06:00:00,1.08252,1.08289,1.08222,1.08264,1754,0,0
2023-01-17 07:00:00,1.08263,1.08325,1.08221,1.08312,1963,0,0
2023-01-17 08:00:00,1.0831,1.08356,1.08135,1.08144,2509,0,0
2023-01-17 09:00:00,1.08145,1.08298,1.0812,1.08283,4004,0,0
2023-01-17 10:00:00,1.08283,1.08386,1.08231,1.08275,4070,0,0
2023-01-17 11:00:00,1.08274,1.08312,1.0811,1.08176,3546,0,0
2023-01-17 12:00:00,1.08176,1.08276,1.08092,1.08217,3847,0,0
2023-01-17 13:00:00,1.08217,1.08339,1.08136,1.08325,3207,0,0
2023-01-17 14:00:00,1.0833,1.08578,1.08224,1.08528,4030,0,0
2023-01-17 15:00:00,1.0852,1.0858,1.08364,1.08426,5215,0,0
2023-01-17 16:00:00,1.08426,1.08694,1.08424,1.08634,5555,0,0
2023-01-17 17:00:00,1.08637,1.0864,1.07951,1.08019,7808,0,0
2023-01-17 18:00:00,1.08019,1.08092,1.07862,1.07926,4913,0,0
2023-01-17 19:00:00,1.0793,1.07988,1.07748,1.07822,3030,0,0
2023-01-17 20:00:00,1.07823,1.07966,1.07799,1.07952,2181,0,0
2023-01-17 21:00:00,1.07952,1.08038,1.07914,1.07935,2844,0,0
2023-01-17 22:00:00,1.07936,1.07972,1.07868,1.07938,2265,0,0
2023-01-17 23:00:00,1.07935,1.0794,1.07879,1.07883,1140,0,0
2023-01-18 00:00:00,1.07882,1.0793,1.07875,1.07908,459,7,0
2023-01-18 01:00:00,1.0792,1.07936,1.07854,1.07896,1258,0,0
2023-01-18 02:00:00,1.07895,1.07916,1.07825,1.07844,2032,0,0
2023-01-18 03:00:00,1.07845,1.07963,1.07834,1.07962,2220,0,0
2023-01-18 04:00:00,1.07962,1.07994,1.07662,1.07874,4416,0,0
2023-01-18 05:00:00,1.07879,1.07893,1.07684,1.07732,4559,0,0
2023-01-18 06:00:00,1.07734,1.07778,1.07676,1.07746,2797,0,0
2023-01-18 07:00:00,1.07748,1.07802,1.07681,1.07798,2794,0,0
2023-01-18 08:00:00,1.07797,1.07912,1.07796,1.079,3636,0,0
2023-01-18 09:00:00,1.07897,1.08366,1.07897,1.08256,6013,0,0
2023-01-18 10:00:00,1.08258,1.08514,1.08254,1.08433,5297,0,0
2023-01-18 11:00:00,1.08432,1.08716,1.0836999999999999,1.087,4472,0,0
2023-01-18 12:00:00,1.08702,1.08702,1.08498,1.08526,3862,0,0
2023-01-18 13:00:00,1.08525,1.08542,1.0812,1.08157,3810,0,0
2023-01-18 14:00:00,1.08154,1.0834,1.08154,1.08241,3806,0,0
2023-01-18 15:00:00,1.08243,1.0868,1.08226,1.08584,6507,0,0
2023-01-18 16:00:00,1.08584,1.08876,1.0848200000000001,1.0864,7856,0,0
2023-01-18 17:00:00,1.0864,1.08688,1.08268,1.08334,6732,0,0
2023-01-18 18:00:00,1.08335,1.08356,1.08138,1.08269,5266,0,0
2023-01-18 19:00:00,1.08269,1.0828,1.07876,1.0796000000000001,4630,0,0
2023-01-18 20:00:00,1.0796000000000001,1.07992,1.0787,1.07966,3860,0,0
2023-01-18 21:00:00,1.07964,1.07969,1.07872,1.07953,2894,0,0
2023-01-18 22:00:00,1.07952,1.07952,1.07876,1.07894,2725,0,0
2023-01-18 23:00:00,1.07894,1.07973,1.07894,1.07944,1108,0,0
2023-01-19 00:00:00,1.07929,1.0794,1.07883,1.07917,271,3,0
2023-01-19 01:00:00,1.07926,1.07982,1.07906,1.07976,1460,0,0
2023-01-19 02:00:00,1.07979,1.07985,1.07865,1.07876,2853,0,0
2023-01-19 03:00:00,1.07874,1.07957,1.07827,1.0788,2642,0,0
2023-01-19 04:00:00,1.07882,1.07947,1.07825,1.07937,1792,0,0
2023-01-19 05:00:00,1.07937,1.08056,1.07928,1.08008,1947,0,0
2023-01-19 06:00:00,1.08008,1.08023,1.07932,1.07959,1862,0,0
2023-01-19 07:00:00,1.07959,1.07982,1.07912,1.07918,2105,0,0
2023-01-19 08:00:00,1.07918,1.08034,1.0791,1.0791,2108,0,0
2023-01-19 09:00:00,1.0791,1.0814,1.07826,1.08076,4129,0,0
2023-01-19 10:00:00,1.0808,1.0825,1.08035,1.08171,4168,0,0
2023-01-19 11:00:00,1.0817,1.08295,1.0816,1.08249,3353,0,0
2023-01-19 12:00:00,1.0825,1.08384,1.08159,1.08292,3691,0,0
2023-01-19 13:00:00,1.08296,1.08348,1.08161,1.0822,3473,0,0
2023-01-19 14:00:00,1.08219,1.0827,1.08052,1.08091,3699,0,0
2023-01-19 15:00:00,1.08093,1.08229,1.07958,1.08097,6005,0,0
2023-01-19 16:00:00,1.08097,1.08252,1.07957,1.08105,5788,0,0
2023-01-19 17:00:00,1.08104,1.08191,1.0784,1.07894,5138,0,0
2023-01-19 18:00:00,1.07896,1.08096,1.07875,1.08092,3724,0,0
2023-01-19 19:00:00,1.08088,1.08247,1.08088,1.08164,3075,0,0
2023-01-19 20:00:00,1.08164,1.08352,1.08134,1.08288,3762,0,0
2023-01-19 21:00:00,1.08285,1.08362,1.08211,1.08307,2739,0,0
2023-01-19 22:00:00,1.08306,1.084,1.0828,1.08293,2580,0,0
2023-01-19 23:00:00,1.08296,1.08348,1.08282,1.0831,1324,0,0
2023-01-20 00:00:00,1.08306,1.08336,1.08275,1.08304,273,3,0
2023-01-20 01:00:00,1.08317,1.08373,1.08299,1.08337,893,0,0
2023-01-20 02:00:00,1.08336,1.08406,1.08288,1.08316,1892,0,0
2023-01-20 03:00:00,1.08316,1.08442,1.08282,1.08364,2163,0,0
2023-01-20 04:00:00,1.08363,1.08442,1.08316,1.08366,1856,0,0
2023-01-20 05:00:00,1.08368,1.08386,1.08324,1.08344,1098,0,0
2023-01-20 06:00:00,1.08344,1.08352,1.0828,1.08296,1436,0,0
2023-01-20 07:00:00,1.08292,1.08357,1.08252,1.08353,1644,0,0
2023-01-20 08:00:00,1.08353,1.08367,1.08242,1.0824799999999999,1613,0,0
2023-01-20 09:00:00,1.08246,1.08467,1.08214,1.08402,3286,0,0
